message_id,deal_id,channel,timestamp,sentiment,mentions_competitor,escalation_flag,content_summary
SLK-9ac8befc,DEAL-1000,#sales-updates,2026-05-26T00:00:00,positive,False,True,Discussion regarding Globex 0 - Enterprise License
SLK-7250dd1d,DEAL-1000,#sales-updates,2026-05-26T00:00:00,neutral,False,True,Discussion regarding Globex 0 - Enterprise License
SLK-dba7ed52,DEAL-1000,#sales-updates,2026-05-27T00:00:00,neutral,False,False,Discussion regarding Globex 0 - Enterprise License
SLK-c1c3ac48,DEAL-1000,#sales-updates,2026-05-28T00:00:00,neutral,False,True,Discussion regarding Globex 0 - Enterprise License
SLK-9ad2d1f0,DEAL-1000,#sales-updates,2026-05-28T00:00:00,neutral,False,False,Discussion regarding Globex 0 - Enterprise License
SLK-ae01a2ca,DEAL-1000,#sales-updates,2026-05-31T00:00:00,negative,False,True,Discussion regarding Globex 0 - Enterprise License
SLK-3c69405d,DEAL-1001,#sales-updates,2026-05-30T00:00:00,negative,True,False,Discussion regarding Initech 1 - Enterprise License
SLK-fda0db91,DEAL-1001,#sales-updates,2026-05-29T00:00:00,positive,False,False,Discussion regarding Initech 1 - Enterprise License
SLK-c9a53c27,DEAL-1001,#sales-updates,2026-05-24T00:00:00,negative,True,False,Discussion regarding Initech 1 - Enterprise License
SLK-2080680a,DEAL-1001,#sales-updates,2026-05-26T00:00:00,positive,False,True,Discussion regarding Initech 1 - Enterprise License
SLK-936fedf2,DEAL-1001,#sales-updates,2026-05-22T00:00:00,negative,False,False,Discussion regarding Initech 1 - Enterprise License
SLK-7438185e,DEAL-1001,#sales-updates,2026-05-28T00:00:00,positive,False,False,Discussion regarding Initech 1 - Enterprise License
SLK-35744ae2,DEAL-1001,#sales-updates,2026-05-26T00:00:00,negative,False,False,Discussion regarding Initech 1 - Enterprise License
SLK-2c27b59a,DEAL-1001,#sales-updates,2026-05-23T00:00:00,negative,False,False,Discussion regarding Initech 1 - Enterprise License
SLK-a4a8b5c8,DEAL-1001,#sales-updates,2026-05-26T00:00:00,negative,True,True,Discussion regarding Initech 1 - Enterprise License
SLK-db8a1a82,DEAL-1001,#sales-updates,2026-05-29T00:00:00,positive,False,False,Discussion regarding Initech 1 - Enterprise License
SLK-9ef3375c,DEAL-1002,#sales-updates,2026-05-29T00:00:00,neutral,False,False,Discussion regarding Stark Industries 2 - Enterprise License
SLK-f1d6f15f,DEAL-1002,#sales-updates,2026-05-21T00:00:00,neutral,True,False,Discussion regarding Stark Industries 2 - Enterprise License
SLK-9e49bd04,DEAL-1002,#sales-updates,2026-05-23T00:00:00,negative,False,False,Discussion regarding Stark Industries 2 - Enterprise License
SLK-26ce0cbf,DEAL-1002,#sales-updates,2026-05-26T00:00:00,negative,False,True,Discussion regarding Stark Industries 2 - Enterprise License
SLK-bc37ac2c,DEAL-1002,#sales-updates,2026-05-30T00:00:00,positive,False,False,Discussion regarding Stark Industries 2 - Enterprise License
SLK-1d60ab5d,DEAL-1002,#sales-updates,2026-05-25T00:00:00,negative,True,False,Discussion regarding Stark Industries 2 - Enterprise License
SLK-f1b2706d,DEAL-1002,#sales-updates,2026-05-29T00:00:00,positive,False,False,Discussion regarding Stark Industries 2 - Enterprise License
SLK-fff264ae,DEAL-1002,#sales-updates,2026-05-22T00:00:00,negative,True,False,Discussion regarding Stark Industries 2 - Enterprise License
SLK-36c699d2,DEAL-1002,#sales-updates,2026-05-31T00:00:00,neutral,True,False,Discussion regarding Stark Industries 2 - Enterprise License
SLK-c4850d99,DEAL-1003,#sales-updates,2026-05-25T00:00:00,negative,False,False,Discussion regarding Hooli 3 - Enterprise License
SLK-19450485,DEAL-1003,#sales-updates,2026-05-24T00:00:00,positive,True,False,Discussion regarding Hooli 3 - Enterprise License
SLK-49006bfd,DEAL-1003,#sales-updates,2026-05-21T00:00:00,negative,False,False,Discussion regarding Hooli 3 - Enterprise License
SLK-ae3119f8,DEAL-1003,#sales-updates,2026-05-23T00:00:00,negative,True,False,Discussion regarding Hooli 3 - Enterprise License
SLK-a34d5899,DEAL-1003,#sales-updates,2026-05-24T00:00:00,neutral,False,False,Discussion regarding Hooli 3 - Enterprise License
SLK-a0ff34d5,DEAL-1003,#sales-updates,2026-05-21T00:00:00,positive,False,False,Discussion regarding Hooli 3 - Enterprise License
SLK-49330a4b,DEAL-1003,#sales-updates,2026-05-29T00:00:00,positive,False,False,Discussion regarding Hooli 3 - Enterprise License
SLK-abc764fd,DEAL-1004,#sales-updates,2026-05-24T00:00:00,positive,False,True,Discussion regarding Acme Corp 4 - Enterprise License
SLK-2e8ba0a0,DEAL-1004,#sales-updates,2026-05-21T00:00:00,positive,False,False,Discussion regarding Acme Corp 4 - Enterprise License
SLK-32d362f7,DEAL-1004,#sales-updates,2026-05-28T00:00:00,positive,False,False,Discussion regarding Acme Corp 4 - Enterprise License
SLK-70096896,DEAL-1004,#sales-updates,2026-05-31T00:00:00,positive,False,False,Discussion regarding Acme Corp 4 - Enterprise License
SLK-28f6d88e,DEAL-1004,#sales-updates,2026-05-29T00:00:00,negative,True,True,Discussion regarding Acme Corp 4 - Enterprise License
SLK-b2a64c66,DEAL-1004,#sales-updates,2026-05-25T00:00:00,positive,False,False,Discussion regarding Acme Corp 4 - Enterprise License
SLK-b0a25560,DEAL-1004,#sales-updates,2026-05-21T00:00:00,neutral,False,False,Discussion regarding Acme Corp 4 - Enterprise License
SLK-4d171d12,DEAL-1004,#sales-updates,2026-05-24T00:00:00,neutral,True,False,Discussion regarding Acme Corp 4 - Enterprise License
SLK-677750d7,DEAL-1004,#sales-updates,2026-05-22T00:00:00,neutral,False,False,Discussion regarding Acme Corp 4 - Enterprise License
SLK-987eee40,DEAL-1005,#sales-updates,2026-05-21T00:00:00,negative,False,True,Discussion regarding Stark Industries 5 - Enterprise License
SLK-02af4d6e,DEAL-1005,#sales-updates,2026-05-30T00:00:00,neutral,False,False,Discussion regarding Stark Industries 5 - Enterprise License
SLK-846f90e4,DEAL-1005,#sales-updates,2026-05-27T00:00:00,negative,False,False,Discussion regarding Stark Industries 5 - Enterprise License
SLK-a575bb1a,DEAL-1005,#sales-updates,2026-05-26T00:00:00,positive,False,False,Discussion regarding Stark Industries 5 - Enterprise License
SLK-1bd415d9,DEAL-1005,#sales-updates,2026-05-27T00:00:00,negative,False,True,Discussion regarding Stark Industries 5 - Enterprise License
SLK-214426ba,DEAL-1006,#sales-updates,2026-05-21T00:00:00,negative,True,False,Discussion regarding Globex 6 - Enterprise License
SLK-e10e8ca6,DEAL-1006,#sales-updates,2026-05-26T00:00:00,negative,False,True,Discussion regarding Globex 6 - Enterprise License
SLK-82793c5b,DEAL-1006,#sales-updates,2026-05-29T00:00:00,negative,True,True,Discussion regarding Globex 6 - Enterprise License
SLK-d403aaff,DEAL-1006,#sales-updates,2026-05-28T00:00:00,positive,True,False,Discussion regarding Globex 6 - Enterprise License
SLK-485dcd84,DEAL-1006,#sales-updates,2026-05-24T00:00:00,negative,False,False,Discussion regarding Globex 6 - Enterprise License
SLK-d22dac5f,DEAL-1006,#sales-updates,2026-05-22T00:00:00,negative,False,False,Discussion regarding Globex 6 - Enterprise License
SLK-ed8ebc6f,DEAL-1006,#sales-updates,2026-05-24T00:00:00,positive,False,True,Discussion regarding Globex 6 - Enterprise License
SLK-835bdbbe,DEAL-1006,#sales-updates,2026-05-25T00:00:00,negative,False,False,Discussion regarding Globex 6 - Enterprise License
SLK-b3c1c045,DEAL-1006,#sales-updates,2026-05-21T00:00:00,negative,False,False,Discussion regarding Globex 6 - Enterprise License
SLK-cd604da1,DEAL-1006,#sales-updates,2026-05-31T00:00:00,neutral,False,False,Discussion regarding Globex 6 - Enterprise License
SLK-600e3e91,DEAL-1007,#sales-updates,2026-05-28T00:00:00,negative,False,False,Discussion regarding Stark Industries 7 - Enterprise License
SLK-4bc3dfd9,DEAL-1007,#sales-updates,2026-05-21T00:00:00,neutral,False,False,Discussion regarding Stark Industries 7 - Enterprise License
SLK-85b29fe7,DEAL-1007,#sales-updates,2026-05-31T00:00:00,positive,False,False,Discussion regarding Stark Industries 7 - Enterprise License
SLK-3469295b,DEAL-1007,#sales-updates,2026-05-22T00:00:00,neutral,False,False,Discussion regarding Stark Industries 7 - Enterprise License
SLK-eea6f7eb,DEAL-1007,#sales-updates,2026-05-25T00:00:00,neutral,False,False,Discussion regarding Stark Industries 7 - Enterprise License
SLK-06257f7f,DEAL-1007,#sales-updates,2026-05-31T00:00:00,positive,True,True,Discussion regarding Stark Industries 7 - Enterprise License
SLK-c5849434,DEAL-1007,#sales-updates,2026-05-26T00:00:00,negative,False,False,Discussion regarding Stark Industries 7 - Enterprise License
SLK-fa5acd0d,DEAL-1007,#sales-updates,2026-05-25T00:00:00,negative,False,False,Discussion regarding Stark Industries 7 - Enterprise License
SLK-cd76b7d0,DEAL-1008,#sales-updates,2026-05-25T00:00:00,positive,False,True,Discussion regarding Acme Corp 8 - Enterprise License
SLK-7cf060ff,DEAL-1008,#sales-updates,2026-05-28T00:00:00,neutral,False,False,Discussion regarding Acme Corp 8 - Enterprise License
SLK-6f3fa2ab,DEAL-1008,#sales-updates,2026-05-28T00:00:00,neutral,False,False,Discussion regarding Acme Corp 8 - Enterprise License
SLK-15ce4dac,DEAL-1008,#sales-updates,2026-05-28T00:00:00,negative,False,True,Discussion regarding Acme Corp 8 - Enterprise License
SLK-6d178663,DEAL-1008,#sales-updates,2026-05-22T00:00:00,neutral,False,False,Discussion regarding Acme Corp 8 - Enterprise License
SLK-0f71802e,DEAL-1008,#sales-updates,2026-05-28T00:00:00,negative,False,False,Discussion regarding Acme Corp 8 - Enterprise License
SLK-8669e179,DEAL-1008,#sales-updates,2026-05-28T00:00:00,negative,False,False,Discussion regarding Acme Corp 8 - Enterprise License
SLK-671c4428,DEAL-1008,#sales-updates,2026-05-28T00:00:00,positive,False,False,Discussion regarding Acme Corp 8 - Enterprise License
SLK-e1070e69,DEAL-1008,#sales-updates,2026-05-26T00:00:00,negative,False,False,Discussion regarding Acme Corp 8 - Enterprise License
SLK-3890130b,DEAL-1009,#sales-updates,2026-05-31T00:00:00,positive,False,False,Discussion regarding Acme Corp 9 - Enterprise License
SLK-d68a6d78,DEAL-1009,#sales-updates,2026-05-28T00:00:00,positive,False,False,Discussion regarding Acme Corp 9 - Enterprise License
SLK-0db7baf8,DEAL-1009,#sales-updates,2026-05-27T00:00:00,neutral,False,False,Discussion regarding Acme Corp 9 - Enterprise License
SLK-f1d4a618,DEAL-1010,#sales-updates,2026-05-30T00:00:00,negative,False,False,Discussion regarding Hooli 10 - Enterprise License
SLK-0f54a2a0,DEAL-1010,#sales-updates,2026-05-25T00:00:00,positive,False,False,Discussion regarding Hooli 10 - Enterprise License
SLK-1b0ceb22,DEAL-1010,#sales-updates,2026-05-30T00:00:00,positive,False,False,Discussion regarding Hooli 10 - Enterprise License
SLK-9957fc2e,DEAL-1010,#sales-updates,2026-05-24T00:00:00,positive,False,False,Discussion regarding Hooli 10 - Enterprise License
SLK-998dfc78,DEAL-1010,#sales-updates,2026-05-31T00:00:00,neutral,False,True,Discussion regarding Hooli 10 - Enterprise License
SLK-fb7ba571,DEAL-1010,#sales-updates,2026-05-21T00:00:00,neutral,False,False,Discussion regarding Hooli 10 - Enterprise License
SLK-ec0833b7,DEAL-1010,#sales-updates,2026-05-24T00:00:00,negative,True,False,Discussion regarding Hooli 10 - Enterprise License
